,full_name,brand,capacity,cycle,size,energy_usage,blanket,wifi,load_sensor,delay,control_panel,vapor,anti_alergy,baby_p,sensitive_p,child_lock,price,image
195,Vestel CMI 98122,Vestel,Orta Kapasite,Orta Devir,Standart Boyut,Az Önemli,VAR,VAR,YOK,VAR,VAR,VAR,VAR,YOK,YOK,VAR,3987.84, https://cdn.akakce.com/vestel/vestel-cmi-98122-g-wifi-a-1200-devir-9-kg-z.jpg
196,Siemens WM12T6H0TR i-Dos,Siemens,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,VAR,VAR,VAR,VAR,VAR,YOK,VAR,YOK,VAR,VAR,6579.06, https://cdn.akakce.com/siemens/siemens-wm12t6h0tr-i-dos-a-1200-devir-9-kg-z.jpg
197,Altus AL 9123.1,Altus,Orta Kapasite,Orta Devir,YOK,Önemli,VAR,YOK,YOK,VAR,VAR,VAR,VAR,YOK,VAR,VAR,3781.88, https://cdn.akakce.com/altus/altus-al-9123-xs-1200-devir-9-kg-z.jpg
198,Beko BK 10142,Beko,Orta Kapasite,Yüksek Devir,YOK,Önemli,VAR,YOK,VAR,VAR,VAR,VAR,VAR,YOK,VAR,VAR,5950.0, https://cdn.akakce.com/beko/beko-bk-10142-ey-1400-devir-10-kg-z.jpg
199,Siemens WA14LPH0TR 1400,Siemens,Orta Kapasite,Yüksek Devir,Standart Boyut,Az Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,VAR,VAR,VAR,8499.0, https://cdn.akakce.com/siemens/siemens-wa14lph0tr-a-1400-devir-10-kg-z.jpg
200,Bosch WAT24581TR 1200,Bosch,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,VAR,VAR,VAR,7579.5, https://cdn.akakce.com/bosch/bosch-wat24581tr-a-1200-devir-9-kg-z.jpg
201,Vestel CMI 109222,Vestel,Orta Kapasite,Orta Devir,YOK,Önemli,VAR,VAR,YOK,YOK,VAR,YOK,VAR,YOK,VAR,VAR,4678.55, https://cdn.akakce.com/z/vestel/vestel-cmi-109222-wifi-1200-devir-10-kg.jpg
202,Arçelik 8103 YP,Arçelik,Orta Kapasite,Orta Devir,YOK,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,YOK,VAR,VAR,5105.7, https://cdn.akakce.com/arcelik/arcelik-8103-yp-a-1000-devir-8-kg-z.jpg
203,Vestel CMI 108242,Vestel,Orta Kapasite,Yüksek Devir,Standart Boyut,Önemli,YOK,VAR,YOK,VAR,VAR,YOK,VAR,VAR,YOK,VAR,4699.0, https://cdn.akakce.com/z/vestel/vestel-cmi-108242-g-gi-pro-wifi-10-kg-1400-devir.jpg
204,Altus AL 9103.1,Altus,Orta Kapasite,Orta Devir,YOK,Az Önemli,VAR,YOK,VAR,YOK,VAR,YOK,YOK,YOK,VAR,VAR,3325.9, https://cdn.akakce.com/altus/altus-al-9103-ds-1000-devir-9-kg-z.jpg
205,Beko BK 9141,Beko,Orta Kapasite,Yüksek Devir,YOK,Çok Önemli,VAR,YOK,YOK,VAR,VAR,VAR,VAR,VAR,YOK,VAR,5774.9, https://cdn.akakce.com/beko/beko-bk-9141-hj-a-1400-devir-9-kg-z.jpg
206,Arçelik 6083 L,Arçelik,Düşük Kapasite,Düşük Devir,YOK,Çok Önemli,YOK,YOK,YOK,VAR,VAR,YOK,YOK,YOK,YOK,VAR,2999.0, https://cdn.akakce.com/arcelik/arcelik-6083-l-a-800-devir-6-kg-z.jpg
207,Arçelik 8051 YKI,Arçelik,Orta Kapasite,YOK,Standart Boyut,Önemsiz,VAR,YOK,YOK,VAR,VAR,VAR,YOK,YOK,YOK,VAR,7695.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fwww%2Egizerler%2Ecom%2Fassets%2Fproduct%2Dimages%2F126000%2Farcelik%2D8051%2Dyki%2D8%2Dkg5%2Dkg%2D1000%2Ddevir%2Dinox%2Dkurutmali%2Dcamasir%2Dmakinesi%5F51852%2Ejpg
208,Profilo CGA242XSTR 1200,Profilo,Orta Kapasite,Orta Devir,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,4324.5, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F131%2F600%2F110000082177304%2Ejpg
209,LG F2K2CHK2T 1100,LG,Yüksek Kapasite,Orta Devir,Büyük Boyut,Az Önemli,VAR,VAR,YOK,VAR,VAR,VAR,VAR,VAR,VAR,VAR,27999.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fn11scdn%2Eakamaized%2Enet%2Fa1%2F1024%2Felektronik%2Fcamasir%2Dmakinesi%2Flg%2Df2k2chk2t%2Da%2D1000%2Ddevir%2D17%2Dkg%2Dyikama%2D10%2Dkg%2Dkurutma%2Dcamasir%2Dmakinesi%2Dinox%5F%5F1009114414255470%2Ejpg
210,Hotpoint-Ariston FCPR 10430,Hotpoint-Ariston,Orta Kapasite,Yüksek Devir,YOK,Çok Önemli,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,3905.07, https://cdn.akakce.com/hotpoint-ariston/hotpoint-ariston-fcpr-10430-a-1400-devir-10-kg-z.jpg
211,Hoover H3W 2102DRRE/1-17,Hoover,Orta Kapasite,Orta Devir,Standart Boyut,Önemsiz,YOK,YOK,YOK,YOK,VAR,YOK,YOK,YOK,YOK,VAR,3998.07, https://cdn.akakce.com/hoover/hoover-h3w-2102drre-1-17-10-kg-1200-devir-z.jpg
212,Regal CMI 91003,Regal,Orta Kapasite,Orta Devir,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,3007.06, https://cdn.akakce.com/regal/regal-cmi-91003-1000-devir-9-kg-z.jpg
213,Altus 7100 ML,Altus,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,VAR,3233.02, https://cdn.akakce.com/altus/altus-7100-ml-a-1000-devir-7-kg-z.jpg
214,Siemens 1200 Devir,Siemens,Orta Kapasite,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,5629.35, https://iis-akakce.akamaized.net/p.z?%2F%2Fcdn%2Edsmcdn%2Ecom%2Fty50%2Fproduct%2Fmedia%2Fimages%2F20210112%2F9%2F51915249%2F98731892%2F1%2F1%5Forg%5Fzoom%2Ejpg
215,Profilo CMH140LTR Ultra,Profilo,Orta Kapasite,Yüksek Devir,Standart Boyut,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,VAR,VAR,VAR,5951.07, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F58%2F600%2F11340016386098%2Ejpg
216,Arçelik 9121 CS,Arçelik,Orta Kapasite,Orta Devir,YOK,Önemli,VAR,YOK,VAR,YOK,VAR,YOK,VAR,YOK,VAR,VAR,5669.0, https://cdn.akakce.com/arcelik/arcelik-9121-cs-1200-devir-9-kg-z.jpg
217,Vestel CMI 86201,Vestel,Orta Kapasite,Orta Devir,YOK,Az Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,YOK,YOK,VAR,3049.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fcdn%2Edsmcdn%2Ecom%2Fty174%2Fproduct%2Fmedia%2Fimages%2F20210916%2F7%2F130943776%2F243054071%2F0%2F0%5Forg%5Fzoom%2Ejpg
218,Samsung WW90T3040BW/AH 1400,Samsung,Orta Kapasite,Yüksek Devir,YOK,Çok Önemli,YOK,YOK,YOK,VAR,VAR,YOK,YOK,VAR,YOK,VAR,4862.97, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F50%2F600%2F11022285766706%2Ejpg
219,Beko BK 9102,Beko,Orta Kapasite,Orta Devir,YOK,Önemli,VAR,VAR,YOK,VAR,VAR,VAR,YOK,VAR,YOK,VAR,4975.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fst2%2Emyideasoft%2Ecom%2Fidea%2Fch%2F46%2Fmyassets%2Fproducts%2F966%2F9102%2Dey%2D1%2Epng%3Frevision%3D1634561087
220,Siemens WM14T480TR 1400,Siemens,Orta Kapasite,Yüksek Devir,YOK,Çok Önemli,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,5499.0, https://cdn.akakce.com/siemens/siemens-wm14t480tr-a-1400-devir-9-kg-z.jpg
221,SEG SCM 10E14,Seg,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,3191.3, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F146%2F600%2F110000100293759%2Ejpg
222,Arçelik 8145 YK,Arçelik,Orta Kapasite,Yüksek Devir,YOK,Önemli,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,7425.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fn11scdn%2Eakamaized%2Enet%2Fa1%2F1024%2Felektronik%2Fcamasir%2Dmakinesi%2Farcelik%2D8145%2Dyk%2Da%2D1400%2Ddevir%2D8%2Dkg%2Dyikama%2D5%2Dkg%2Dkurutma%2Dcamasir%2Dmakinesi%2Dbeyaz%5F%5F0402253625783050%2Epng
223,Altus AL 5803,Altus,Düşük Kapasite,Düşük Devir,YOK,Önemsiz,YOK,YOK,VAR,VAR,YOK,YOK,YOK,YOK,YOK,VAR,2199.0, https://cdn.akakce.com/altus/altus-al-5803-ml-800-devir-5-kg-z.jpg
224,Hoover DWOL 413AHC3/1-S,Hoover,Yüksek Kapasite,Yüksek Devir,YOK,Çok Önemli,YOK,VAR,YOK,VAR,VAR,VAR,YOK,YOK,YOK,VAR,5208.0, https://cdn.akakce.com/hoover/hoover-dwol-413ahc3-1-s-wi-fi-a-1400-devir-13-kg-z.jpg
225,Grundig GWM 71012,Grundig,Orta Kapasite,Orta Devir,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,3189.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F71%2F600%2F110000012630441%2Ejpg
226,Altus AL 9101.1,Altus,Orta Kapasite,Orta Devir,YOK,Çok Önemli,VAR,YOK,YOK,YOK,VAR,YOK,VAR,YOK,VAR,YOK,3999.0, https://cdn.akakce.com/altus/altus-al-9101-d-a-1000-devir-9-kg-z.jpg
227,Nexon NXN WM,Nexon,Orta Kapasite,Orta Devir,YOK,YOK,YOK,YOK,YOK,VAR,VAR,YOK,YOK,YOK,YOK,VAR,2324.07, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F121%2F600%2F110000071218950%2Ejpg
228,Regal CM 91002,Regal,Orta Kapasite,Orta Devir,Standart Boyut,Önemsiz,VAR,YOK,YOK,YOK,VAR,YOK,VAR,YOK,YOK,VAR,2998.0, https://cdn.akakce.com/regal/regal-cm-91002-1000-devir-9-kg-z.jpg
229,Grundig GWM 10401,Grundig,Orta Kapasite,Yüksek Devir,YOK,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,YOK,YOK,VAR,VAR,5147.01, https://cdn.akakce.com/grundig/grundig-gwm-10401-a-1400-devir-10-kg-z.jpg
230,Beko BK 9122,Beko,Orta Kapasite,Orta Devir,YOK,Önemli,VAR,YOK,VAR,VAR,VAR,VAR,VAR,VAR,VAR,VAR,5670.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fi1%2Ewp%2Ecom%2Fwww%2Ebekoanabayisi%2Ecom%2Fwp%2Dcontent%2Fuploads%2F2021%2F05%2FBeko%2DBK%2D9122%2DPR%2DCamasir%2DMakinesi%2Dfiyatlari%2Ejpg%3Ffit%3D500%252C500%26ssl%3D1
231,Teka TK3 1490,Teka,Orta Kapasite,Yüksek Devir,Standart Boyut,Önemli,YOK,YOK,YOK,VAR,VAR,YOK,YOK,YOK,YOK,VAR,5950.0, https://cdn.akakce.com/teka/teka-tk3-1490-wd-a-1400-devir-9-kg-6-kg-kurutmali-z.jpg
232,Vestel CMI 96221,Vestel,Orta Kapasite,Orta Devir,Standart Boyut,Az Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,YOK,VAR,VAR,3586.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fn11scdn%2Eakamaized%2Enet%2Fa1%2F1024%2Felektronik%2Fcamasir%2Dmakinesi%2Fvestel%2Dcmi%2D96221%2D1200%2Ddevir%2D9%2Dkg%2Dcamasir%2Dmakinesi%5F%5F1259038173970615%2Ejpg
233,Bosch WAX28M8XTR 1400,Bosch,Orta Kapasite,Yüksek Devir,Standart Boyut,Çok Önemli,VAR,VAR,VAR,VAR,VAR,YOK,VAR,YOK,VAR,VAR,10899.0, https://cdn.akakce.com/bosch/bosch-wax28m8xtr-a-1400-devir-10-kg-z.jpg
234,Beko BK 8121,Beko,Orta Kapasite,Orta Devir,YOK,Çok Önemli,VAR,YOK,YOK,YOK,VAR,YOK,YOK,VAR,VAR,VAR,3994.9, https://cdn.akakce.com/beko/beko-bk-8121-ey-a-1200-devir-8-kg-z.jpg
235,Bosch WAX28EH1TR Home,Bosch,Orta Kapasite,Yüksek Devir,Standart Boyut,Az Önemli,YOK,VAR,YOK,YOK,VAR,YOK,YOK,YOK,YOK,VAR,12265.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fwww%2Eaynigunkargo%2Ecom%2FProductImages%2F617674%2Fbig%2Fwax28eh1tr%2Epng
236,Bosch WDU28560TR 1400,Bosch,Orta Kapasite,Yüksek Devir,YOK,Önemli,YOK,YOK,YOK,VAR,VAR,VAR,VAR,YOK,VAR,VAR,16368.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F32%2F600%2F10354663063602%2Ejpg
237,Seg SCM 9100,Seg,Orta Kapasite,Orta Devir,YOK,Çok Önemli,YOK,YOK,YOK,VAR,VAR,YOK,YOK,YOK,VAR,VAR,2947.17, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F22%2F600%2F9988349526066%2Ejpg
238,Vestel CMI 108142,Vestel,Orta Kapasite,Yüksek Devir,Standart Boyut,Az Önemli,YOK,VAR,YOK,VAR,VAR,YOK,VAR,VAR,VAR,VAR,4787.64, https://cdn.akakce.com/vestel/vestel-cmi-108142-g-gi-pro-wifi-1400-devir-10-kg-z.jpg
239,Bosch WAX28EH0TR i-DOS,Bosch,Orta Kapasite,Yüksek Devir,Standart Boyut,Çok Önemli,VAR,VAR,VAR,VAR,VAR,YOK,VAR,YOK,VAR,VAR,11499.0, https://cdn.akakce.com/bosch/bosch-wax28eh0tr-i-dos-a-1400-devir-10-kg-z.jpg
240,Electrolux EW6F4822AB 1200,Electrolux,Orta Kapasite,Orta Devir,YOK,Önemsiz,VAR,YOK,YOK,YOK,VAR,VAR,VAR,YOK,VAR,VAR,4111.0, https://cdn.akakce.com/electrolux/electrolux-ew6f4822ab-a-1200-devir-8-kg-z.jpg
241,Vestfrost VF CM.1,Vestfrost,Orta Kapasite,Orta Devir,YOK,Çok Önemli,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,2598.01, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F40%2F600%2F10675967098930%2Ejpg
242,Silverline WM14028W01 1200,Silverline,Orta Kapasite,Orta Devir,YOK,Çok Önemli,YOK,YOK,YOK,YOK,VAR,YOK,YOK,YOK,YOK,VAR,3450.0, https://cdn.akakce.com/silverline/silverline-wm14028w01-a-1200-devir-9-kg-z.jpg
243,Siemens WM14W56XTR 1400,Siemens,Orta Kapasite,Yüksek Devir,Standart Boyut,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,YOK,YOK,VAR,10299.0, https://cdn.akakce.com/siemens/siemens-wm14w56xtr-a-1400-devir-9-kg-z.jpg
244,Samsung WD90K6B10OS AddWash,Samsung,Orta Kapasite,Yüksek Devir,YOK,YOK,YOK,YOK,YOK,VAR,VAR,YOK,VAR,VAR,YOK,VAR,8395.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fn11scdn%2Eakamaized%2Enet%2Fa1%2F1024%2Felektronik%2Fcamasir%2Dmakinesi%2Fsamsung%2Dwd90k6b10os%2Dah%2Db%2D9%2Dkg%2Dyikama%2D6%2Dkg%2Dkurutma%2Dcamasir%2Dmakinesi%2Dgumus%5F%5F0912821996951362%2Ejpg
245,Siemens WD14U560TR A,Siemens,Orta Kapasite,Yüksek Devir,YOK,Önemli,YOK,YOK,YOK,VAR,VAR,YOK,VAR,VAR,VAR,VAR,13499.0, https://cdn.akakce.com/siemens/siemens-wd14u560tr-a-1400-devir-10-kg-6-kg-kurutmali-z.jpg
246,Arçelik 9141 PMG,Arçelik,Orta Kapasite,Yüksek Devir,Standart Boyut,YOK,VAR,VAR,YOK,YOK,VAR,YOK,VAR,YOK,VAR,VAR,5988.0, https://cdn.akakce.com/z/arcelik/arcelik-9141-pmg.jpg
247,Vestel CM 55081,Vestel,Düşük Kapasite,Düşük Devir,YOK,Önemsiz,VAR,YOK,YOK,YOK,VAR,YOK,VAR,YOK,YOK,YOK,2250.0, https://cdn.akakce.com/vestel/vestel-cm-55081-a-800-devir-5-kg-z.jpg
248,Bosch WAX28FH0TR 1400,Bosch,Orta Kapasite,Yüksek Devir,Standart Boyut,Çok Önemli,VAR,VAR,VAR,VAR,VAR,YOK,YOK,YOK,VAR,VAR,10950.0, https://cdn.akakce.com/bosch/bosch-wax28fh0tr-a-1400-devir-10-kg-z.jpg
249,Arçelik 8050 YK,Arçelik,Orta Kapasite,Yüksek Devir,Standart Boyut,Önemli,VAR,VAR,YOK,VAR,VAR,YOK,YOK,YOK,VAR,VAR,6249.0, https://cdn.akakce.com/arcelik/arcelik-8050-yk-8-kg-5-kg-1400-devir-kurutmali-z.jpg
250,Beko CM 8100,Beko,Orta Kapasite,Orta Devir,YOK,Az Önemli,VAR,YOK,YOK,YOK,VAR,VAR,YOK,VAR,VAR,VAR,3900.0, https://cdn.akakce.com/beko/beko-cm-8100-1000-devir-8-kg-z.jpg
251,Hoover AWMPD 410LH8/1-S,Hoover,Orta Kapasite,Yüksek Devir,YOK,Çok Önemli,YOK,YOK,YOK,VAR,VAR,VAR,YOK,YOK,YOK,VAR,4324.41, https://cdn.akakce.com/hoover/hoover-awmpd-410lh8-1-s-a-1400-devir-10-kg-z.jpg
252,Profilo CMK1000TR 1000,Profilo,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,VAR,YOK,VAR,YOK,VAR,YOK,VAR,YOK,VAR,YOK,3987.0, https://cdn.akakce.com/profilo/profilo-cmk1000tr-a-1000-devir-8-kg-z.jpg
253,Samsung WW90K5410UW AddWash,Samsung,Orta Kapasite,Yüksek Devir,Standart Boyut,Çok Önemli,YOK,YOK,YOK,VAR,VAR,YOK,YOK,VAR,VAR,VAR,6137.07, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F20%2F600%2F9872667967538%2Ejpg
254,Arçelik 10143 CMK,Arçelik,Orta Kapasite,Yüksek Devir,YOK,Çok Önemli,VAR,YOK,YOK,VAR,VAR,VAR,VAR,YOK,YOK,VAR,7499.0, https://cdn.akakce.com/arcelik/arcelik-10143-cmk-a-1400-devir-10-kg-z.jpg
255,LG FH2J3TDNP0 A+++,LG,Orta Kapasite,Orta Devir,YOK,Çok Önemli,YOK,YOK,YOK,YOK,VAR,YOK,YOK,YOK,YOK,VAR,4299.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fst3%2Emyideasoft%2Ecom%2Fidea%2Fib%2F40%2Fmyassets%2Fproducts%2F268%2F1%2Ejpg%3Frevision%3D1628494217
256,Arçelik 9124 YCM,Arçelik,Orta Kapasite,Orta Devir,YOK,Önemli,VAR,YOK,YOK,VAR,VAR,YOK,YOK,YOK,VAR,VAR,5399.0, https://cdn.akakce.com/arcelik/arcelik-9124-ycm-1200-devir-9-kg-z.jpg
257,Siemens WM12T780TR sensoFresh,Siemens,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,VAR,VAR,VAR,7723.0, https://cdn.akakce.com/siemens/siemens-wm12t780tr-sensofresh-a-1200-devir-9-kg-z.jpg
258,Finlux Konfor 71100,Finlux,Orta Kapasite,Orta Devir,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,2399.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fcdn%2Edsmcdn%2Ecom%2Fty236%2Fproduct%2Fmedia%2Fimages%2F20211110%2F11%2F173282936%2F301830175%2F1%2F1%5Forg%5Fzoom%2Ejpg
259,Altus AL 9120,Altus,Orta Kapasite,Orta Devir,YOK,Çok Önemli,VAR,YOK,YOK,YOK,VAR,YOK,YOK,YOK,VAR,VAR,4605.06, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F19%2F600%2F9836965396530%2Ejpg
260,Beko BK 9120,Beko,Orta Kapasite,Orta Devir,YOK,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,VAR,VAR,VAR,5099.0, https://cdn.akakce.com/beko/beko-bk-9120-cs-a-1200-devir-9-kg-z.jpg
261,Siemens WG42A1XVTR 1200,Siemens,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,VAR,VAR,VAR,5850.0, https://cdn.akakce.com/siemens/siemens-wg42a1xvtr-a-1200-devir-9-kg-gri-z.jpg
262,Profilo CGA141X0TR 1000,Profilo,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,YOK,VAR,VAR,4556.07, https://cdn.akakce.com/profilo/profilo-cga141x0tr-a-1000-devir-9-kg-z.jpg
263,Siemens WM14XM80TR 1400,Siemens,Orta Kapasite,Yüksek Devir,Standart Boyut,Çok Önemli,VAR,VAR,VAR,VAR,VAR,YOK,YOK,YOK,VAR,VAR,12249.0, https://cdn.akakce.com/siemens/siemens-wm14xm80tr-a-1400-devir-10-kg-z.jpg
264,Profilo CMH140DTR 1400,Profilo,Orta Kapasite,Yüksek Devir,Standart Boyut,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,VAR,VAR,VAR,5391.87, https://cdn.akakce.com/profilo/profilo-cmh140dtr-a-1400-devir-9-kg-z.jpg
265,Seg SCM 1012,Seg,Orta Kapasite,Orta Devir,YOK,Çok Önemli,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,4149.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fcdn%2Edsmcdn%2Ecom%2Fty219%2Fproduct%2Fmedia%2Fimages%2F20211102%2F19%2F164182242%2F286671687%2F1%2F1%5Forg%5Fzoom%2Ejpg
266,Altus AL 8100,Altus,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,YOK,YOK,YOK,YOK,VAR,YOK,VAR,YOK,VAR,YOK,3603.75, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F6%2F600%2F9746034917426%2Ejpg
267,Vestel Hızlı 9812,Vestel,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,YOK,VAR,YOK,3799.0, https://cdn.akakce.com/vestel/vestel-hizli-9812-a-1200-devir-9-kg-z.jpg
268,Regal CM 81002,Regal,Orta Kapasite,Orta Devir,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,2396.06, https://cdn.akakce.com/regal/regal-cm-81002-1000-devir-8-kg-z.jpg
269,Beko CM 6100,Beko,Düşük Kapasite,Orta Devir,YOK,YOK,YOK,YOK,YOK,VAR,VAR,YOK,YOK,YOK,VAR,VAR,2999.0, https://cdn.akakce.com/beko/beko-cm-6100-1000-devir-6-kg-z.jpg
270,Electrolux Perfectcare 600,Electrolux,Orta Kapasite,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,4549.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fcdn%2Edsmcdn%2Ecom%2Fty154%2Fproduct%2Fmedia%2Fimages%2F20210805%2F18%2F115996024%2F154747111%2F1%2F1%5Forg%5Fzoom%2Ejpg
271,Arçelik 9103 WF,Arçelik,Orta Kapasite,Orta Devir,YOK,Çok Önemli,VAR,VAR,YOK,YOK,VAR,VAR,VAR,YOK,VAR,VAR,4945.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fst2%2Emyideasoft%2Ecom%2Fshop%2Fdr%2F43%2Fmyassets%2Fproducts%2F690%2F9103%2Dwf%2Epng%3Frevision%3D1554445560
272,Profilo CMJ10180TR 1000,Profilo,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,VAR,YOK,VAR,VAR,VAR,YOK,VAR,VAR,VAR,VAR,3797.55, https://cdn.akakce.com/profilo/profilo-cmj10180tr-a-1000-devir-8-kg-z.jpg
273,Hoover AWMPD410LHO8/1-S 1400,Hoover,Orta Kapasite,Yüksek Devir,YOK,Çok Önemli,YOK,YOK,YOK,VAR,VAR,VAR,YOK,YOK,YOK,VAR,4184.07, https://cdn.akakce.com/hoover/hoover-awmpd410lho8-1-s-a-1400-devir-10-kg-z.jpg
274,Vestel CMI 106121,Vestel,Orta Kapasite,Orta Devir,Standart Boyut,Az Önemli,VAR,YOK,YOK,VAR,VAR,VAR,VAR,YOK,YOK,VAR,3858.57, https://cdn.akakce.com/vestel/vestel-cmi-106121-a-1200-devir-10-kg-z.jpg
275,Profilo CMJ10170TR 1000,Profilo,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,VAR,YOK,VAR,VAR,VAR,YOK,VAR,VAR,VAR,VAR,3952.5, https://cdn.akakce.com/profilo/profilo-cmj10170tr-a-1000-devir-7-kg-z.jpg
276,Vestel CMI 8710,Vestel,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,YOK,VAR,YOK,3393.57, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F47%2F600%2F10904369823794%2Ejpg
277,Bosch WAT28480TR A+++,Bosch,Orta Kapasite,Yüksek Devir,Standart Boyut,Çok Önemli,VAR,YOK,YOK,YOK,VAR,YOK,VAR,VAR,VAR,VAR,6950.01, https://cdn.akakce.com/bosch/bosch-wat28480tr-a-1400-devir-9-kg-z.jpg
278,Vestel CMI 89242,Vestel,Orta Kapasite,Yüksek Devir,Standart Boyut,Önemli,VAR,VAR,YOK,VAR,VAR,YOK,VAR,YOK,YOK,VAR,3905.07, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F132%2F600%2F110000083572939%2Ejpg
